model,outcome,vowel,parameter,type,estimate,se,ci_lower,ci_upper,significant
m_f2_std_i,f2_std,i,pid5_detachment_c:c2_recovery,Interaction,-0.294803419994945,0.11712754057999616,-0.5278821804999999,-0.06346956737500008,TRUE
m_f2_std_i,f2_std,i,pid5_disinhibition_c:c2_recovery,Interaction,0.2128218603444293,0.12591452747888493,-0.031518382474999995,0.4605979469999999,FALSE
m_f2_std_i,f2_std,i,pid5_negative_affectivity_c:c2_recovery,Interaction,0.1089489801673119,0.1135520436239742,-0.107510916,0.33077797774999984,FALSE
m_f2_std_i,f2_std,i,pid5_psychoticism_c:c2_recovery,Interaction,-0.0586220805259592,0.11857980902589368,-0.29169316175000004,0.17208781624999986,FALSE
m_f2_std_i,f2_std,i,Intercept,Main,4.74992604166,0.04219760494207748,4.6670791925,4.8324025825,TRUE
m_f2_std_i,f2_std,i,c1_stress,Main,0.1014382963777793,0.09359137276159042,-0.08163256314999999,0.2852274102499999,FALSE
m_f2_std_i,f2_std,i,c2_recovery,Main,0.0938682371951401,0.09321035873978696,-0.089541341025,0.2788388214999998,FALSE
m_f2_std_i,f2_std,i,pid5_antagonism_c,Main,-0.009913872778434429,0.051822613249604674,-0.111950608,0.09030617859999998,FALSE
m_f2_std_i,f2_std,i,pid5_detachment_c,Main,0.012422888027879109,0.054937877833902124,-0.093843271825,0.12128890449999988,FALSE
m_f2_std_i,f2_std,i,pid5_disinhibition_c,Main,-0.01632050901644381,0.06106374417357899,-0.13666521574999999,0.10313030624999997,FALSE
m_f2_std_i,f2_std,i,pid5_negative_affectivity_c,Main,-0.055350507696115006,0.05285455478956724,-0.15992648574999999,0.04777838634999997,FALSE
m_f2_std_i,f2_std,i,pid5_psychoticism_c,Main,0.10510908610623713,0.05521929289065109,-0.0021036139824999996,0.2132560155,FALSE
m_f2_std_u,f2_std,u,c1_stress:pid5_antagonism_c,Interaction,0.05732974702418212,0.12478340128143686,-0.19008413224999998,0.3013826629999999,FALSE
m_f2_std_u,f2_std,u,c1_stress:pid5_detachment_c,Interaction,-0.0530090592264839,0.13226328982814384,-0.31416956099999993,0.20628191499999965,FALSE
m_f2_std_u,f2_std,u,c1_stress:pid5_disinhibition_c,Interaction,0.1187089180612295,0.14854963163430424,-0.16989510199999996,0.41457880524999996,FALSE
m_f2_std_u,f2_std,u,c1_stress:pid5_negative_affectivity_c,Interaction,0.006728640490953621,0.12866213759214057,-0.2488716555,0.26038523275,FALSE
m_f2_std_u,f2_std,u,c1_stress:pid5_psychoticism_c,Interaction,-0.2770756873573555,0.13858757981946637,-0.54632048125,-1.3319551087501703e-4,TRUE
m_f2_std_u,f2_std,u,pid5_antagonism_c:c2_recovery,Interaction,-0.07463277993653131,0.1341549977581992,-0.33838972725,0.18076005149999996,FALSE
m_f2_std_u,f2_std,u,pid5_detachment_c:c2_recovery,Interaction,0.1701832004585515,0.13730338988481985,-0.10057426675,0.43229547399999996,FALSE
m_f2_std_u,f2_std,u,pid5_disinhibition_c:c2_recovery,Interaction,-0.0176343945292408,0.15250998167954785,-0.31692439625,0.2805566997499999,FALSE
m_f2_std_u,f2_std,u,pid5_negative_affectivity_c:c2_recovery,Interaction,0.11915074361020479,0.13602769708968376,-0.14945961725,0.3909011157499999,FALSE
m_f2_std_u,f2_std,u,pid5_psychoticism_c:c2_recovery,Interaction,-0.1947695539051053,0.14288074105144674,-0.4778637925,0.08566636824999997,FALSE
m_f2_std_u,f2_std,u,Intercept,Main,4.23910881742,0.040709703381915534,4.1586472025,4.3196771,TRUE
m_f2_std_u,f2_std,u,c1_stress,Main,-0.0707261941579502,0.10500024480055624,-0.27428887849999994,0.13659890249999998,FALSE
m_f2_std_u,f2_std,u,c2_recovery,Main,-0.04814251808934076,0.10963561290280659,-0.26266999950000003,0.16899957549999992,FALSE
m_f2_std_u,f2_std,u,pid5_antagonism_c,Main,-0.0415099568201858,0.04935660082257684,-0.13696020600000003,0.05623097479999997,FALSE
m_f2_std_u,f2_std,u,pid5_detachment_c,Main,0.1122219777787119,0.052623220133189125,0.008541191777500002,0.21249878549999993,TRUE
m_f2_std_u,f2_std,u,pid5_disinhibition_c,Main,-0.0651837535546531,0.0585250549647565,-0.18149693574999998,0.04895256574999997,FALSE
m_f2_std_u,f2_std,u,pid5_negative_affectivity_c,Main,-0.09633164525096191,0.050763317524152446,-0.19651444575,0.0030583916574999813,FALSE
m_f2_std_u,f2_std,u,pid5_psychoticism_c,Main,0.035691624448771296,0.053166941016348376,-0.070767479725,0.139480413,FALSE
m_jitter_a,jitter,a,c1_stress:pid5_antagonism_c,Interaction,0.11651968647536831,0.08766475750315064,-0.055449667375,0.2883919119999999,FALSE
m_jitter_a,jitter,a,c1_stress:pid5_detachment_c,Interaction,0.06759569412972251,0.0954515025107688,-0.12088253425,0.25291613049999995,FALSE
m_jitter_a,jitter,a,c1_stress:pid5_disinhibition_c,Interaction,-0.1457132934973169,0.10452663914340765,-0.34615682125,0.06130954822499978,FALSE
m_jitter_a,jitter,a,c1_stress:pid5_negative_affectivity_c,Interaction,0.08384526729222087,0.09168101452864683,-0.09928903879999999,0.2659279742499999,FALSE
m_jitter_a,jitter,a,c1_stress:pid5_psychoticism_c,Interaction,-0.03800141405244569,0.09821757535951958,-0.23045060574999998,0.15624722474999997,FALSE
m_jitter_a,jitter,a,pid5_antagonism_c:c2_recovery,Interaction,-0.0923191419690256,0.0874892319384525,-0.26444705625,0.08003140589999987,FALSE
m_jitter_a,jitter,a,pid5_detachment_c:c2_recovery,Interaction,-0.019810515337708074,0.09247471102292637,-0.19900717249999997,0.15907502224999995,FALSE
m_jitter_a,jitter,a,pid5_disinhibition_c:c2_recovery,Interaction,0.051795197377213206,0.1037610045396595,-0.14931644325000001,0.25572246874999993,FALSE
m_jitter_a,jitter,a,pid5_negative_affectivity_c:c2_recovery,Interaction,-0.0848564974337544,0.08935600329614249,-0.25739296675000006,0.09157986857499989,FALSE
m_jitter_a,jitter,a,pid5_psychoticism_c:c2_recovery,Interaction,0.050946082642101397,0.09345448036177238,-0.1323002785,0.23548685624999996,FALSE
m_jitter_a,jitter,a,Intercept,Main,-0.423441103495,0.03845682330374777,-0.49768207649999996,-0.34681352575,TRUE
m_jitter_a,jitter,a,c1_stress,Main,-0.160148265146348,0.07248050831895747,-0.30317517050000004,-0.01887776917500001,TRUE
m_jitter_a,jitter,a,c2_recovery,Main,-0.0931423061448592,0.07142512858631335,-0.23191825024999999,0.04693539584999994,FALSE
m_jitter_a,jitter,a,pid5_antagonism_c,Main,0.0208204548050132,0.046099498951457756,-0.06783855917500001,0.11131248099999996,FALSE
m_jitter_a,jitter,a,pid5_detachment_c,Main,0.08105975075936657,0.050116731946689475,-0.017854194299999997,0.17908308074999996,FALSE
m_jitter_a,jitter,a,pid5_disinhibition_c,Main,-0.0037687412058199686,0.05466298207477271,-0.11084959275,0.10374622574999995,FALSE
m_jitter_a,jitter,a,pid5_negative_affectivity_c,Main,-0.0913475705183397,0.04698546551937455,-0.18358553549999998,0.001533178494999975,FALSE
m_jitter_a,jitter,a,pid5_psychoticism_c,Main,-0.0951228805660388,0.05077754903136691,-0.194280516,0.005907636342499981,FALSE
m_jitter_i,jitter,i,c1_stress:pid5_antagonism_c,Interaction,0.0849607416198381,0.10495156061273286,-0.12301757775,0.29226254975,FALSE
m_jitter_i,jitter,i,c1_stress:pid5_detachment_c,Interaction,0.09531257033750487,0.1141174566792544,-0.131474557,0.3175472305,FALSE
m_jitter_i,jitter,i,c1_stress:pid5_disinhibition_c,Interaction,-0.1237063344503948,0.12733885768459197,-0.3732523325,0.12841504699999998,FALSE
m_jitter_i,jitter,i,c1_stress:pid5_negative_affectivity_c,Interaction,0.076574368909591,0.10914156480702382,-0.14369914199999997,0.29379719024999995,FALSE
m_jitter_i,jitter,i,c1_stress:pid5_psychoticism_c,Interaction,-0.193114869319662,0.11702027028329001,-0.426570527,0.040723030149999805,FALSE
m_jitter_i,jitter,i,pid5_antagonism_c:c2_recovery,Interaction,0.0345846523726652,0.10282239989100636,-0.17089646675,0.23375617975,FALSE
m_jitter_i,jitter,i,pid5_detachment_c:c2_recovery,Interaction,0.02274152712076779,0.1096298450745846,-0.19376222399999998,0.23637373574999998,FALSE
m_jitter_i,jitter,i,pid5_disinhibition_c:c2_recovery,Interaction,0.05170203055598519,0.11993395906489744,-0.1834935465,0.2873777012499999,FALSE
m_jitter_i,jitter,i,pid5_negative_affectivity_c:c2_recovery,Interaction,-0.024494458116553895,0.1077090391136097,-0.23748718724999998,0.18598247149999983,FALSE
m_jitter_i,jitter,i,pid5_psychoticism_c:c2_recovery,Interaction,-0.0418344914487594,0.10991163954591171,-0.25524948249999996,0.1745955757499998,FALSE
m_jitter_i,jitter,i,Intercept,Main,-0.32435280041,0.046609610343426394,-0.41478342075,-0.23201871175,TRUE
m_jitter_i,jitter,i,c1_stress,Main,-0.0638442013537563,0.08705852928520114,-0.23392467774999998,0.10795206599999997,FALSE
m_jitter_i,jitter,i,c2_recovery,Main,-0.02538706528992939,0.08500625562372513,-0.1934551055,0.14099866325,FALSE
m_jitter_i,jitter,i,pid5_antagonism_c,Main,-0.060874588917909,0.05451274573893992,-0.16890267025,0.04510370127499994,FALSE
m_jitter_i,jitter,i,pid5_detachment_c,Main,0.1051528291411437,0.05968717850480906,-0.012582428999999997,0.22163215825,FALSE
m_jitter_i,jitter,i,pid5_disinhibition_c,Main,0.0360462498495712,0.06672333648881379,-0.09287585179999999,0.16710089724999988,FALSE
m_jitter_i,jitter,i,pid5_negative_affectivity_c,Main,-0.05470076981283796,0.056448546489697216,-0.166968688,0.05588884707499999,FALSE
m_jitter_i,jitter,i,pid5_psychoticism_c,Main,-0.03350536852127463,0.06045505886205172,-0.152158061,0.0886040529,FALSE
m_jitter_u,jitter,u,c1_stress:pid5_antagonism_c,Interaction,0.1473480431019952,0.11244222460924312,-0.073716791125,0.36755538249999975,FALSE
m_jitter_u,jitter,u,c1_stress:pid5_detachment_c,Interaction,-0.1170435311269587,0.11997471500070374,-0.3502600645,0.12228643524999988,FALSE
m_jitter_u,jitter,u,c1_stress:pid5_disinhibition_c,Interaction,0.047318534864470435,0.13338052875256218,-0.2132575475,0.30974641099999994,FALSE
m_jitter_u,jitter,u,c1_stress:pid5_negative_affectivity_c,Interaction,0.1516021326323358,0.11421482656926851,-0.073774557825,0.37203770324999996,FALSE
m_jitter_u,jitter,u,c1_stress:pid5_psychoticism_c,Interaction,-0.1974406975226908,0.12269324236500218,-0.433852786,0.04258974412499997,FALSE
m_jitter_u,jitter,u,pid5_antagonism_c:c2_recovery,Interaction,0.04288894270560605,0.09591408119295977,-0.14905233774999999,0.22985481449999992,FALSE
m_jitter_u,jitter,u,pid5_detachment_c:c2_recovery,Interaction,-0.07739465383032071,0.10228082264425561,-0.27627340075000006,0.12341541399999993,FALSE
m_jitter_u,jitter,u,pid5_disinhibition_c:c2_recovery,Interaction,-0.144664000898544,0.113294959173566,-0.36683664399999993,0.07678620167499993,FALSE
m_jitter_u,jitter,u,pid5_negative_affectivity_c:c2_recovery,Interaction,0.1559790899396891,0.10052543014358825,-0.042092657799999995,0.35203201775,FALSE
m_jitter_u,jitter,u,pid5_psychoticism_c:c2_recovery,Interaction,0.07680481505823475,0.10509646107739966,-0.12769521875,0.2844915157499999,FALSE
m_jitter_u,jitter,u,Intercept,Main,-0.299736792172,0.051613017732913685,-0.399538345,-0.19605767375000002,TRUE
m_jitter_u,jitter,u,c1_stress,Main,-0.0907799748600794,0.09225873815725243,-0.270308692,0.0887192254499999,FALSE
m_jitter_u,jitter,u,c2_recovery,Main,-0.1297482452954353,0.07794128295143304,-0.2852290365,0.023807334149999984,FALSE
m_jitter_u,jitter,u,pid5_antagonism_c,Main,-0.00871340129961813,0.06036284787413037,-0.12690649725000003,0.1115746557499999,FALSE
m_jitter_u,jitter,u,pid5_detachment_c,Main,0.0410691939739545,0.06581225778611892,-0.08999972075,0.1679816095,FALSE
m_jitter_u,jitter,u,pid5_disinhibition_c,Main,0.022362100586114705,0.07153169324762429,-0.1237621995,0.15854824674999998,FALSE
m_jitter_u,jitter,u,pid5_negative_affectivity_c,Main,-0.045769641471040706,0.06086900030625583,-0.1656604355,0.07221592677499995,FALSE
m_jitter_u,jitter,u,pid5_psychoticism_c,Main,-0.10562941356066191,0.06568327935625307,-0.23406922349999998,0.023388570449999993,FALSE
m_nne_a,nne,a,c1_stress:pid5_antagonism_c,Interaction,-0.183565571517985,0.5090348510469684,-1.1766556175,0.8154811932499993,FALSE
m_nne_a,nne,a,c1_stress:pid5_detachment_c,Interaction,5.765905252182801e-4,0.5514852636238516,-1.0797525424999999,1.0817474825000002,FALSE
m_nne_a,nne,a,c1_stress:pid5_disinhibition_c,Interaction,0.616398961836085,0.60396987253243,-0.57026603025,1.8006791549999999,FALSE
m_nne_a,nne,a,c1_stress:pid5_negative_affectivity_c,Interaction,-0.15165125144861202,0.5293873466331578,-1.1723335049999999,0.9000113709999993,FALSE
m_nne_a,nne,a,c1_stress:pid5_psychoticism_c,Interaction,0.359548786974626,0.5630406273478946,-0.7462495419999999,1.454325025,FALSE
m_nne_a,nne,a,pid5_antagonism_c:c2_recovery,Interaction,-0.5138941158469325,0.5001046300491079,-1.5080920999999998,0.4724624817499998,FALSE
m_nne_a,nne,a,pid5_detachment_c:c2_recovery,Interaction,-0.131671375664996,0.5414187285479867,-1.20400888,0.9434478572499995,FALSE
m_nne_a,nne,a,pid5_disinhibition_c:c2_recovery,Interaction,0.09522247224070998,0.5826257454736228,-1.031954455,1.2595433075,FALSE
m_nne_a,nne,a,pid5_negative_affectivity_c:c2_recovery,Interaction,-0.32293366894221703,0.524266008011045,-1.3481029599999999,0.7077425644999988,FALSE
m_nne_a,nne,a,pid5_psychoticism_c:c2_recovery,Interaction,0.8324555029265079,0.5438043647393762,-0.23453864599999996,1.9095829924999999,FALSE
m_nne_a,nne,a,Intercept,Main,-24.4966538963,0.26324532652526045,-25.007189975,-23.974118100000002,TRUE
m_nne_a,nne,a,c1_stress,Main,-1.01011424376457,0.41544000022222016,-1.8147714275,-0.19160385575000033,TRUE
m_nne_a,nne,a,c2_recovery,Main,-0.5997624316015014,0.4058051007502182,-1.3755155124999998,0.19369089899999972,FALSE
m_nne_a,nne,a,pid5_antagonism_c,Main,-0.2683906615176867,0.30754090035624393,-0.88361425575,0.3321782384999996,FALSE
m_nne_a,nne,a,pid5_detachment_c,Main,-0.2574147604653498,0.33209478805057774,-0.89957274925,0.4141097242499997,FALSE
m_nne_a,nne,a,pid5_disinhibition_c,Main,0.5895010441577632,0.36977577903088926,-0.13427395674999998,1.3126909249999996,FALSE
m_nne_a,nne,a,pid5_negative_affectivity_c,Main,0.29308512066579206,0.3081567402560589,-0.30757330324999993,0.8967583082499999,FALSE
m_nne_a,nne,a,pid5_psychoticism_c,Main,-0.757400962988317,0.3365575864798849,-1.4151589825,-0.09257651547500026,TRUE
m_nne_i,nne,i,c1_stress:pid5_antagonism_c,Interaction,0.307186926597815,0.4248237903906076,-0.52662682825,1.1315965374999999,FALSE
m_nne_i,nne,i,c1_stress:pid5_detachment_c,Interaction,0.0550431714654582,0.45259305796610017,-0.8341328760000001,0.9341601774999999,FALSE
m_nne_i,nne,i,c1_stress:pid5_disinhibition_c,Interaction,0.0496008381762079,0.5109589792279435,-0.94782017725,1.0364389049999998,FALSE
m_nne_i,nne,i,c1_stress:pid5_negative_affectivity_c,Interaction,-0.0824338376866897,0.44132834116866576,-0.9648233685000001,0.7772998399999993,FALSE
m_nne_i,nne,i,c1_stress:pid5_psychoticism_c,Interaction,-0.190725794713268,0.4665768238209199,-1.1016921999999998,0.7473581339999993,FALSE
m_nne_i,nne,i,pid5_antagonism_c:c2_recovery,Interaction,-0.1011626227289163,0.4567374144817133,-0.9923956219999999,0.7888784887499994,FALSE
m_nne_i,nne,i,pid5_detachment_c:c2_recovery,Interaction,-0.2027967964637086,0.4891112131629443,-1.1645818575,0.7513842009999999,FALSE
m_nne_i,nne,i,pid5_disinhibition_c:c2_recovery,Interaction,-0.1954654445013457,0.5444712955364734,-1.2662588350000001,0.86666481875,FALSE
m_nne_i,nne,i,pid5_negative_affectivity_c:c2_recovery,Interaction,-0.03694427586321598,0.4802262045927697,-0.97056868175,0.9137367792499999,FALSE
m_nne_i,nne,i,pid5_psychoticism_c:c2_recovery,Interaction,0.70728684638029,0.4854798565788196,-0.24454935899999997,1.6519266275,FALSE
m_nne_i,nne,i,Intercept,Main,-27.7711694582,0.23460626482007968,-28.227918850000002,-27.3050643,TRUE
m_nne_i,nne,i,c1_stress,Main,-0.167098554184162,0.342609150428099,-0.8441122057500001,0.4995930292499997,FALSE
m_nne_i,nne,i,c2_recovery,Main,0.258498295361622,0.37988386633127635,-0.4893268885,0.9947246732499998,FALSE
m_nne_i,nne,i,pid5_antagonism_c,Main,-0.02446285587477042,0.2653160969241394,-0.5475047470000001,0.49366472749999984,FALSE
m_nne_i,nne,i,pid5_detachment_c,Main,0.017268409971193485,0.2877501613412642,-0.53838598325,0.5880389574999998,FALSE
m_nne_i,nne,i,pid5_disinhibition_c,Main,0.17443662128052703,0.31407277348691676,-0.4505361774999999,0.78137999175,FALSE
m_nne_i,nne,i,pid5_negative_affectivity_c,Main,0.03584683151135329,0.26911384723053045,-0.49537463225,0.5627687282499998,FALSE
m_nne_i,nne,i,pid5_psychoticism_c,Main,-0.551312956729014,0.2899758908856345,-1.1171136700000002,0.026180704924999982,FALSE
m_nne_u,nne,u,c1_stress:pid5_antagonism_c,Interaction,0.2009362559471538,0.44793201420259326,-0.6728096525,1.0778273325,FALSE
m_nne_u,nne,u,c1_stress:pid5_detachment_c,Interaction,-0.004718628876872994,0.48024824416634326,-0.9527333029999999,0.9272535507499997,FALSE
m_nne_u,nne,u,c1_stress:pid5_disinhibition_c,Interaction,0.4449968639441569,0.5377226498610503,-0.605837494,1.5127312199999998,FALSE
m_nne_u,nne,u,c1_stress:pid5_negative_affectivity_c,Interaction,-0.6787769445864615,0.4675830993712694,-1.601786765,0.23963192949999998,FALSE
m_nne_u,nne,u,c1_stress:pid5_psychoticism_c,Interaction,-0.3676690541838819,0.4913306800377914,-1.3197731449999999,0.5998787222499995,FALSE
m_nne_u,nne,u,pid5_antagonism_c:c2_recovery,Interaction,-0.228793193220696,0.39931169000385464,-1.0185439225,0.5702562622499999,FALSE
m_nne_u,nne,u,pid5_detachment_c:c2_recovery,Interaction,0.3177941681332872,0.4193526159876189,-0.5012831235,1.1535725,FALSE
m_nne_u,nne,u,pid5_disinhibition_c:c2_recovery,Interaction,-0.362706906572539,0.47389985273262253,-1.287678765,0.5902002629999998,FALSE
m_nne_u,nne,u,pid5_negative_affectivity_c:c2_recovery,Interaction,-0.4267623765788275,0.4130372044644595,-1.237303225,0.39379065374999966,FALSE
m_nne_u,nne,u,pid5_psychoticism_c:c2_recovery,Interaction,0.62251651581394285,0.42592445276368107,-0.19241195699999997,1.4681113149999998,FALSE
m_nne_u,nne,u,Intercept,Main,-28.3529976028,0.21836342983635418,-28.778204275,-27.931605325,TRUE
m_nne_u,nne,u,c1_stress,Main,-0.71523019097943,0.3648854775081039,-1.4198563975000003,-0.001780350640000183,TRUE
m_nne_u,nne,u,c2_recovery,Main,-0.3500748367257921,0.3207471924972977,-0.978539187,0.2741064535,FALSE
m_nne_u,nne,u,pid5_antagonism_c,Main,-0.1802896847293483,0.25090796749634414,-0.6726173735,0.3107846622499996,FALSE
m_nne_u,nne,u,pid5_detachment_c,Main,0.243489457778926,0.2744194684842898,-0.30300967675,0.76901464125,FALSE
m_nne_u,nne,u,pid5_disinhibition_c,Main,0.352117622620166,0.2990269049241871,-0.23874978574999997,0.943776838,FALSE
m_nne_u,nne,u,pid5_negative_affectivity_c,Main,-0.319941538915321,0.2524971768050312,-0.8179568155,0.1699122469999999,FALSE
m_nne_u,nne,u,pid5_psychoticism_c,Main,-0.4332123521642734,0.2760912226634642,-0.97214712725,0.10867907274999983,FALSE
